"id","vernacularName","language","locality"
"101151","Jacarandá-cipó","PORTUGUES",""
"101151","Jacarandá-sangue","PORTUGUES",""
"101171","Acácia-de-flores-vermelhas","PORTUGUES","Sul"
"101171","Fedegoso-da-praia","PORTUGUES","Sul"
"101183","Trevo","PORTUGUES",""
"101418","escarlate","PORTUGUES","São Paulo"
"101420","morrião","PORTUGUES","São Paulo"
"101463","Quebra-foice","PORTUGUES","Bahia"
"101464","Angelim","PORTUGUES","Bahia"
"101464","Sipipira","PORTUGUES","Bahia"
"101464","Sucupira","PORTUGUES","Bahia"
"101465","Carne-d'anta","PORTUGUES","Bahia"
"101473","caruru-rasteiro","PORTUGUES","Sul"
"101475","Pau-ripa","PORTUGUES","Santa Catarina"
"101476","Muela-de-galinha","PORTUGUES","Bahia"
"101479","caruru, bredo","PORTUGUES","Sul"
"101527","carrapicho-de-praia","PORTUGUES","sudeste"
"101533","espinho-de-roseta","PORTUGUES","Sul"
"101616","Caruru","PORTUGUES","Sul"
"102204","congonha","PORTUGUES","Minas Gerais"
"102204","congonha da mata","PORTUGUES",""
"102373","Banha de Galinha","PORTUGUES","Centro-Oeste"
"102374","Banha de Galinha","PORTUGUES",""
"102526","Panacoco","PORTUGUES","Norte- Brasil"
"102541","espinafre-da-nova-zelândia","PORTUGUES","SE do Brasil"
"102580","Congonha-do-sertão","PORTUGUES",""
"102584","Congonheira","PORTUGUES",""
"102592","ivaí","PORTUGUES","sudeste"
"102592","pombinho","PORTUGUES",""
"102816","Caferana-folha-grande","PORTUGUES",""
"102818","Caferana","PORTUGUES","Norte"
"102818","Pau-de-cubiú","PORTUGUES","Norte"
"102837","ana ga-e","KAXINAWA","Acre"
"102837","pitombarana","PORTUGUES","Acre"
"102837","quariquara branca","PORTUGUES","Acre"
"102837","quariquara da astra comprida/roxa","PORTUGUES","Acre"
"102838","Laurel","ESPANHOL",""
"102841","camalote","PORTUGUES","centro-oeste"
"102841","gol","PORTUGUES","nordeste"
"102845","Golfe","PORTUGUES","nordeste"
"102846","golfe","PORTUGUES","nordeste"
"102846","largatissa","PORTUGUES","centro-oeste"
"102859","Jurubeba","PORTUGUES","Nordeste"
"102865","Erva-de-anta","PORTUGUES","Sudeste"
"102866","Congonha-verdadeira","PORTUGUES",""
"102867","Congonha-verdadeira","PORTUGUES",""
"104131","arranha-gato","PORTUGUES","MG"
"102218","alecrim-carqueja","PORTUGUES",""
"101142","Jacarandá-bico-de-biriba","PORTUGUES",""
"101129","Tremoço","PORTUGUES",""
"101035","babosinha","PORTUGUES",""
"102869","tanibuca, katoelima, toekoeli, toekadi, matakki, gemberhout","PORTUGUES","Brasil, Suriname"
"102955","macela","PORTUGUES","sul, sudeste"
"102955","macela-do-brejo","PORTUGUES","sul"
"102975","Congonhinha","PORTUGUES","Sudeste"
"102976","Congonhinha","PORTUGUES",""
"102978","Erva-de-anta-com espinhos","PORTUGUES",""
"103023","jarrinha","PORTUGUES","Amazônica"
"103025","cipó-de-coração","PORTUGUES","Brasil"
"103027","caçaú","PORTUGUES","Brasil"
"103027","jarrinha","PORTUGUES","Brasil"
"103027","jarrinha-gaúcha","PORTUGUES","Brasil"
"103028","jarrinha-da-mata","PORTUGUES","Brasil"
"103029","cipó-de-cobra","PORTUGUES","Brasil"
"103029","jarrinha","PORTUGUES","Brasil"
"103029","milhomes","PORTUGUES","Brasil"
"103029","papo-de-peru","PORTUGUES","Brasil"
"103031","cipó-milhomens","PORTUGUES","Brasil"
"103031","jarrinha","PORTUGUES","Brasil"
"103031","jarrinha-de-franjas","PORTUGUES","Brasil"
"103031","papo-de-peru","PORTUGUES","Brasil"
"103031","patito","ESPANHOL","Argentina"
"103037","estrologia","ESPANHOL","Peru"
"103038","calunga","PORTUGUES","Brasil"
"103038","jarrinha-cheirosa","PORTUGUES","Brasil"
"103038","jarrinha-de-barbelas","PORTUGUES","Brasil"
"103038","papo-de-peru","PORTUGUES","Brasil"
"103039","jarrinha-pilosa","PORTUGUES","Brasil"
"103040","jarrinha-arraia","PORTUGUES","Brasil"
"103040","jarrinha-da-praia","PORTUGUES","Brasil"
"103041","jarrinha","PORTUGUES","Brasil"
"103041","jarrinha-drosera","PORTUGUES","Brasil"
"103043","cipó-milhomens","PORTUGUES","Brasil"
"103043","jarrinha-da-praia","PORTUGUES","Brasil"
"103048","jarrinha-do-campo","PORTUGUES","Brasil"
"103048","jarrinha-rasteira","PORTUGUES","Brasil"
"103058","aipo-rasteiro","PORTUGUES","sul"
"103059","aipo-bravo","PORTUGUES","sul"
"103061","cicuta","PORTUGUES","Sul"
"103061","salsa-brava","PORTUGUES","Sul"
"103063","cenoura-selvagem","PORTUGUES","sul"
"103088","lapolina","PORTUGUES","sul"
"103097","piuna","PORTUGUES","RJ"
"103098","guarajuba (SC, RJ),","PORTUGUES","SC, RJ"
"103098","pindahyba (RJ)","PORTUGUES","RJ"
"103136","aipo-bravo","PORTUGUES","Sudeste"
"103136","mastruço","PORTUGUES","Sudeste"
"103152","jarrinha-pintalgada","PORTUGUES","Brasil"
"103157","Pão Doce","PORTUGUES","Goiás"
"103187","jarrinha","PORTUGUES","Brasil"
"103193","jarrinha-do-campo","PORTUGUES","Brasil"
"103225","chichá","PORTUGUES","Sudeste"
"103234","jarrinha-dos-campos","PORTUGUES","Centro-Oeste"
"103235","urubú-caá","KAXINAWA","Brasil"
"103276","esperaí","PORTUGUES","AC"
"103285","jurema-branca","PORTUGUES","CE"
"103285","jurema-de-caboclo","PORTUGUES","PI"
"103749","Picão","PORTUGUES",""
"103389","Aderno","PORTUGUES","Bahia"
"103750","Picão","PORTUGUES",""
"10031","orelha-de-onça","PORTUGUES","Brasil"
"10024","uva-do-mato","PORTUGUES","Brasil"
"103424","camboatá","PORTUGUES","Sul"
"103453","Cipó-santo","PORTUGUES","Brasil"
"103453","Mercúrio-vegetal","PORTUGUES","Brasil"
"103464","maracujá-bravo","PORTUGUES","Norte"
"103467","carobrano","PORTUGUES","Nordeste"
"103475","Canela murici","PORTUGUES","Rio de Janeiro"
"103475","Canela Santa","PORTUGUES","Rio de Janeiro"
"103516","pixirica","PORTUGUES","Sudeste"
"103571","unha-de-gato","PORTUGUES","BA"
"103586","Caingá","PORTUGUES","Espírito Santo"
"103589","Candeia-braba","PORTUGUES","Maranhão"
"103589","Ingá-braba","PORTUGUES","Maranhão"
"103977","Duraznillo colorado","ESPANHOL","Argentina"
"103998","carqueja","PORTUGUES","Sudeste"
"103998","carqueja-das-montanhas","PORTUGUES","Sudeste"
"104122","cardeal","PORTUGUES","MG"
"104127","maria-fecha-a-porta","PORTUGUES","MG"
"104127","sensitiva","PORTUGUES","MG"
"104128","Juquiri","PORTUGUES","SC"
"103422","camboatá-açu","PORTUGUES","Sudeste"
"103422","camboatá-do-mato","PORTUGUES","Sudeste"
"103746","Picão","PORTUGUES",""
"103748","Picão-do-banhado","PORTUGUES",""
"16800","cinzeiro","PORTUGUES","Sudeste"
"16800","pau-de-lixa","PORTUGUES","Sudeste"
"103232","carrapicho","PORTUGUES",""
"103424","camboatá-mirim","PORTUGUES","Sul"
"80256","Maria sem-vergonha","PORTUGUES","sudeste"
"103257","ambrósia","PORTUGUES",""
"103961","Paratudo","PORTUGUES",""
"103087","lapola","PORTUGUES",""
"103283","Rabo de camaleão","PORTUGUES",""
"103283","Unha de morcego","PORTUGUES",""
"104135","dormideira","PORTUGUES","RJ"
"104196","paineira","PORTUGUES","central"
"104217","maracujá-de-cortiça","PORTUGUES","Rio Grande do Sul"
"104217","maracujá-do-mato","PORTUGUES","Minas Gerais"
"104217","maracujá-mirim","PORTUGUES","Rio Grande do Sul"
"104217","maracujá-miudinho","PORTUGUES","São Paulo"
"104217","maracujazinho","PORTUGUES","MG, SP, RS"
"104217","uva-do-mato","PORTUGUES","Rio Grande do Sul"
"104311","alecrim-das-pedras","PORTUGUES","Rio Grande do Sul"
"104346","alecrim","PORTUGUES",""
"104346","vassoura","PORTUGUES",""
"104348","alecrim-do-banhado","PORTUGUES",""
"104348","alecrim-do-brejo","PORTUGUES",""
"104395","Ameixa-brava","PORTUGUES",""
"104448","Viraró","ESPANHOL","Argentina"
"104449","Tangarana","ESPANHOL","Peru"
"104478","Babaquinho","PORTUGUES","Brasil"
"104567","Lingua-de-vaca","PORTUGUES","Sul"
"104568","lingua-de-vaca; folha-de-grama","PORTUGUES","Sul"
"104601","Erva-de-mula","PORTUGUES","sudeste"
"104604","Margaridinha","PORTUGUES","sul"
"104611","margaridinha","PORTUGUES",""
"104612","margarida dos pinhais","PORTUGUES","sul"
"104613","Margarida grande  do campo","PORTUGUES","Sul"
"104615","Margaridão-catarinense","PORTUGUES","Santa catarina"
"104698","Babosinha","PORTUGUES","Sul"
"104703","Trevo","PORTUGUES","Sul"
"104773","moena blanca","ESPANHOL","amazônica"
"104775","laurel negro, shirua","ESPANHOL","amazônica"
"104848","carne de vaca","PORTUGUES","Sudeste"
"104861","candeia-preta","PORTUGUES","MA"
"104873","Cambará, Capitão-do-mato,","PORTUGUES","Sudeste"
"104873","Coração-de-jesus","PORTUGUES","Sudeste e Sul"
"104873","Cravo-divino, Cravo-divino-branco","PORTUGUES","Sul"
"104874","coração-de-jesus","PORTUGUES","Sudeste"
"104874","Cravo-divino, cravo-divino-formoso","PORTUGUES","Sul"
"105139","pasquinho","PORTUGUES","Sudeste"
"105261","Cravo-do-campo","PORTUGUES","sudeste e sul"
"105356","malva","PORTUGUES","Nordeste"
"105563","Jutaí","PORTUGUES","Sudeste"
"105595","escama de peixe","PORTUGUES","Acre"
"105598","Parece aroeira","PORTUGUES","Acre"
"105617","icó","PORTUGUES","Bahia"
"105617","icó branco","PORTUGUES","Pernambuco"
"105624","cipó polvo","PORTUGUES","Espírito Santo"
"105631","Juquiri","PORTUGUES","SC"
"105644","Feijão-de-boi","PORTUGUES","Rio de Janeiro"
"105661","umbuzeiro","PORTUGUES","Bahia"
"105661","yco","PORTUGUES","Bahia"
"105672","feijão de boi","PORTUGUES","Pernambuco"
"105680","louro dourado","PORTUGUES","centro-oeste"
"105689","louro chumbo","PORTUGUES","amazônica"
"105689","louro do igapó","PORTUGUES","amazônica"
"105756","louro-preto","PORTUGUES","Amazonas"
"105766","canela preta","PORTUGUES","sudeste"
"105861","Maracujá-peroba","PORTUGUES","Pará"
"106179","maracujá-de-cheiro","PORTUGUES","Santa Catarina"
"106179","maracujá-de-pedra","PORTUGUES","Rio Grande do Sul"
"106278","caraá, cará, carajá","PORTUGUES",""
"106280","bambu-trepador, gurixima, criciúma, quixiúme, taquari, taboca, taquarinha","PORTUGUES",""
"106466","canela","PORTUGUES","sudeste e sul"
"106890","cipó farinha seca","PORTUGUES","Acre"
"106890","cipó laranjinha","PORTUGUES","Acre"
"106890","Grão de galo","PORTUGUES","Brasil"
"106890","Gumbixava","PORTUGUES","sudeste"
"106894","candiúba","PORTUGUES","sudeste"
"106894","crindiúva","PORTUGUES","Brasil"
"108272","embira","PORTUGUES",""
"108300","palha-voadora","PORTUGUES","Rio Grande do Sul"
"108301","palha-voadora","PORTUGUES","Rio Grande do Sul"
"108310","Beta","PORTUGUES","Sudeste"
"108310","Imbiruçu","PORTUGUES","Sudeste"
"108315","capim-furachão","PORTUGUES","Rio de Janeiro"
"108315","capim-salgado","PORTUGUES","Bahia"
"108315","capim-torpedo","PORTUGUES","São Paulo"
"108315","grama-castelo","PORTUGUES","Mato Grosso"
"108338","Mussambê","PORTUGUES","Nordeste"
"108409","Jujuba","PORTUGUES","Centro-Oeste"
"105004","Carrapicho-de-carneiro","PORTUGUES",""
"104150","fazendeiro","PORTUGUES",""
"104151","fazendeiro","PORTUGUES",""
"104151","picão-branco","PORTUGUES",""
"106075","carrapicho","PORTUGUES","MT, MS"
"104367","carqueja-da-praia","PORTUGUES",""
"104320","erva-santa","PORTUGUES",""
"104350","alecrim","PORTUGUES",""
"104350","alecrim-do-mato","PORTUGUES",""
"104356","vassourinha","PORTUGUES",""
"104357","carqueja","PORTUGUES",""
"104358","carqueja","PORTUGUES",""
"104359","carqueja","PORTUGUES",""
"104366","vassoura-da-praia","PORTUGUES",""
"105624","muicuré do Sul","PORTUGUES",""
"105624","cipó taia","PORTUGUES","Pará"
"108410","Quina preta","PORTUGUES","Sudeste"
"108412","Coronilha","PORTUGUES","Sul"
"108412","Folha-de-buxo","PORTUGUES","Sul"
"108417","Canela de espinho","PORTUGUES","Sudeste, Sul"
"108417","Coronillo, Coronilha","PORTUGUES","Sudeste, Sul"
"108417","Espinho de touro","PORTUGUES","Sudeste, Sul"
"108417","Laranjeira do mato","PORTUGUES","Sudeste, Sul"
"108425","Coroa de Cristo","PORTUGUES","Sul"
"108425","Quina","PORTUGUES","Sul"
"108425","Quina-cruzeiro","PORTUGUES","Sul"
"108425","Quina de Porto Alegre","PORTUGUES","Sul"
"108426","Cruzeiro","PORTUGUES","Sul"
"108426","Cura-manoel","PORTUGUES","Sul"
"108426","Curo Curro","PORTUGUES","Sul"
"108426","Quina do campo","PORTUGUES","Sul"
"108434","Caaró","PORTUGUES","Sul"
"108434","Quina","PORTUGUES","Sul"
"108528","imbaúbarana","PORTUGUES","Amazonas"
"108626","Assa-peixe-caraguatá","PORTUGUES","Sul"
"10031","parreira","PORTUGUES","Brasil"
"10024","cipó-bala","PORTUGUES","RJ"
"108961","capim-pangola","PORTUGUES","RS, SC, SP"
"108966","capim-colchão","PORTUGUES","MG, PR, SP"
"108966","milhãzinho","PORTUGUES","RN"
"109036","capim-amargoso, capim-pororó","PORTUGUES","ES"
"109067","imbaúba do vinho","PORTUGUES","Amazonas"
"109187","roseta","PORTUGUES","Santa Catarina"
"109191","macega brava, macega branca do banhado","PORTUGUES","Sul"
"109302","Grama-de-macaé","PORTUGUES","Sul"
"109624","saponária","PORTUGUES","SP"
"109625","alfinete","PORTUGUES","MG e RJ"
"109626","alfinete","PORTUGUES","MG, RS"
"109626","alfinete-da-terra","PORTUGUES","SP, PR"
"109626","rosa-do-campo","PORTUGUES","RS"
"109630","espérgula","PORTUGUES","RS, SP"
"109630","gorga","PORTUGUES","RS"
"109630","pega-pinto","PORTUGUES","RS, SP"
"109633","alfinete-da-terra","PORTUGUES","PR"
"109636","gipsofila","PORTUGUES","SP, MG, PR"
"109636","mosquitinho","PORTUGUES","MG, PR"
"109653","agrostema","PORTUGUES","RS"
"109718","Cedro Bravo","PORTUGUES","Bahia"
"109718","Potumuju","PORTUGUES","Bahia"
"109719","louro vermelha","PORTUGUES","Amazonas"
"109719","Macacaúba","PORTUGUES","Amazonas"
"109764","cravo-branco","PORTUGUES","SP"
"109765","cravina-dos-jardins","PORTUGUES","SP"
"109765","cravinha","PORTUGUES","SP"
"109765","cravo","PORTUGUES","SP"
"109766","cravina-roxa","PORTUGUES","Brasil"
"109770","itauba-rana","PORTUGUES","norte"
"109770","tentinho","PORTUGUES","norte"
"109811","Angiquim","PORTUGUES","MG"
"109865","Jacarandá-pitanga","PORTUGUES","S (PR)"
"109865","Sacambú","PORTUGUES","SE (SP)"
"109875","azulzinha","PORTUGUES",""
"109875","mimo-do-céu","PORTUGUES",""
"109896","blackheart","INGLES","Guiana"
"109915","cravina","PORTUGUES","MG"
"110054","amendoim bravo","PORTUGUES","Centro-oeste"
"110084","paratudo","PORTUGUES","Sudeste"
"110196","aneto","PORTUGUES","sul"
"110196","endão","PORTUGUES","sul"
"110196","endro","PORTUGUES","sul"
"110221","Ata","PORTUGUES",""
"110221","Invireira","PORTUGUES",""
"110221","Laimtare","PORTUGUES",""
"110226","Aratiaeum brabo","PORTUGUES",""
"110226","Paixinho","PORTUGUES",""
"110229","Envira","PORTUGUES",""
"110231","Envireira","PORTUGUES",""
"110234","Pindahyba","PORTUGUES",""
"110237","Pinha do mato","PORTUGUES",""
"110238","Ata brava","PORTUGUES","Norte"
"110240","Ata","PORTUGUES","Norte"
"110241","Araticú","PORTUGUES",""
"110241","Biribá do mato","PORTUGUES",""
"110241","Pinha do mato","PORTUGUES",""
"110242","Fungo","PORTUGUES",""
"110244","Araticum macho","PORTUGUES",""
"110244","Ata brava","PORTUGUES",""
"110244","Biribá brava","PORTUGUES",""
"110244","Envira bobó","PORTUGUES",""
"110244","Envira preta","PORTUGUES",""
"110244","Envireira","PORTUGUES",""
"110244","Ingireira","PORTUGUES",""
"110244","Ope'y pihaa","PORTUGUES",""
"110244","Tekweri-pihun-sy","PORTUGUES",""
"110249","Araticum","PORTUGUES",""
"110249","Ata brava","PORTUGUES",""
"110249","Banana de macaco","PORTUGUES",""
"110249","Bananinha","PORTUGUES",""
"110249","Bananinha de macaco","PORTUGUES",""
"110249","Bananinha de quemquem","PORTUGUES",""
"110249","Fruta de macaco","PORTUGUES",""
"110249","Pereiro","PORTUGUES",""
"110252","Araticum","PORTUGUES",""
"110252","Biribá","PORTUGUES",""
"110252","Condessa","PORTUGUES",""
"110252","Fructa da Komdessa","PORTUGUES",""
"110252","Fruta de Conde","PORTUGUES",""
"108955","cipó-timbó","PORTUGUES","Sul"
"109764","cravo","PORTUGUES","Brasil"
"109765","cravina","PORTUGUES","Brasil"
"110291","Envira","PORTUGUES",""
"110252","Fruta de Condessa","PORTUGUES",""
"110252","Graviola brava","PORTUGUES",""
"110253","Envira bobó","PORTUGUES",""
"110253","Envireira bobó","PORTUGUES",""
"110254","Achecóu","PORTUGUES",""
"110254","Araticu","PORTUGUES",""
"110254","Araticu cagão","PORTUGUES",""
"110254","Araticum","PORTUGUES",""
"110254","Araticum mirim","PORTUGUES",""
"110254","Jangada preta","PORTUGUES",""
"110254","Pindaíba","PORTUGUES",""
"110254","Pinha","PORTUGUES",""
"110254","Pinha da mata","PORTUGUES",""
"110254","Yangada","PORTUGUES",""
"110256","Araticum","PORTUGUES",""
"110256","Araticu pecanine","PORTUGUES",""
"110256","Cortiça","PORTUGUES",""
"110256","Cortiça-ourica","PORTUGUES",""
"110256","Curtiça","PORTUGUES",""
"110256","Curtição","PORTUGUES",""
"110256","Pinha da mata","PORTUGUES",""
"110258","Vaovír","PORTUGUES",""
"110259","Araticum","PORTUGUES",""
"110265","Envira araticum","PORTUGUES",""
"110266","Araticum cagão","PORTUGUES",""
"110272","Envira","PORTUGUES",""
"110272","Mejo de porco de cerrado","PORTUGUES",""
"110273","Ata meju","PORTUGUES",""
"110273","Envira","PORTUGUES",""
"110273","Envira preta","PORTUGUES",""
"110273","Envira surucucu","PORTUGUES",""
"110273","Envireira","PORTUGUES",""
"110273","Envireira preta","PORTUGUES",""
"110273","Gabiroba","PORTUGUES",""
"110273","Invira surucucu","PORTUGUES",""
"110273","Invireiro surucucu","PORTUGUES",""
"110273","Morteira","PORTUGUES",""
"110274","Envira preta","PORTUGUES",""
"110274","Jurueira sangue","PORTUGUES",""
"110286","Envira da mata","PORTUGUES",""
"110286","Pirayauara kiynha","PORTUGUES",""
"110286","Rudirimo xurumici","PORTUGUES",""
"110287","Envira","PORTUGUES",""
"110288","Embira","PORTUGUES",""
"110297","Caniço","PORTUGUES",""
"110297","Envira","PORTUGUES",""
"110297","Envira tanha","PORTUGUES",""
"110300","Envira surucucu do mata","PORTUGUES",""
"110300","Envireira","PORTUGUES",""
"110301","Pindaíba","PORTUGUES",""
"110303","Ata braba","PORTUGUES",""
"110303","Envira","PORTUGUES",""
"110303","Envireira","PORTUGUES",""
"110304","Envira","PORTUGUES",""
"110304","Envireira","PORTUGUES",""
"110304","Envirira surucucu","PORTUGUES",""
"110305","Xaxerany","PORTUGUES",""
"110306","Pindaíba","PORTUGUES",""
"110306","Pindaíba da mata","PORTUGUES",""
"110310","Invira","PORTUGUES",""
"110312","Ameju preto","PORTUGUES",""
"110312","Caniceiro preto","PORTUGUES",""
"110312","Pina'y","PORTUGUES",""
"110309","Ameijú","PORTUGUES",""
"110309","Ameipi","PORTUGUES",""
"110309","Ameju","PORTUGUES",""
"110309","Ameju de touceira","PORTUGUES",""
"110309","Ata braba","PORTUGUES",""
"110309","Atameju","PORTUGUES",""
"110309","Envira amarela","PORTUGUES",""
"110309","Envira preta","PORTUGUES",""
"110309","Envira surucucu","PORTUGUES",""
"110309","Envireira","PORTUGUES",""
"110309","Pindaeua","PORTUGUES",""
"110313","Alathê","PORTUGUES",""
"110313","Araticum","PORTUGUES",""
"110313","Araticum barato do campo","PORTUGUES",""
"110313","Araticum do campo","PORTUGUES",""
"110313","Araticum lanato","PORTUGUES",""
"110313","Araticum lanceta","PORTUGUES",""
"110313","Araticum rasteiro","PORTUGUES",""
"110313","Araticum vermelho","PORTUGUES",""
"110313","Araticumzinho","PORTUGUES",""
"110313","Araxicumzinho","PORTUGUES",""
"110313","Ata","PORTUGUES",""
"110291","Envireira","PORTUGUES",""
"110319","Capreuva vermelho","PORTUGUES",""
"110319","Pindabuna","PORTUGUES",""
"110319","Pindahiba","PORTUGUES",""
"110319","Pindaíba","PORTUGUES",""
"110319","Pindaíba branca","PORTUGUES",""
"110319","Pindaibuna","PORTUGUES",""
"110319","Pindaúba","PORTUGUES",""
"110319","Pindaúva","PORTUGUES",""
"110320","Amtai","PORTUGUES",""
"110320","Ramomtaim","PORTUGUES",""
"110321","Ameju","PORTUGUES",""
"110321","Ata braba","PORTUGUES",""
"110321","Envira amarela","PORTUGUES",""
"110322","Ameijú da varzea","PORTUGUES",""
"110322","Ata brava","PORTUGUES",""
"110322","Envira","PORTUGUES",""
"110322","Envira surucucu do mata","PORTUGUES",""
"110323","Ata miju","PORTUGUES",""
"110327","Envira folha grande","PORTUGUES",""
"110328","Araticum","PORTUGUES",""
"110328","Articum","PORTUGUES",""
"110328","Biribá","PORTUGUES",""
"110328","Cundurú","PORTUGUES",""
"110328","Envira biribá","PORTUGUES",""
"110328","Meijoí","PORTUGUES",""
"110329","Envira caju","PORTUGUES",""
"110329","Envireira","PORTUGUES",""
"110334","Amejo","PORTUGUES",""
"110334","Envira","PORTUGUES",""
"110334","Meijú","PORTUGUES",""
"110337","Ata","PORTUGUES",""
"110337","Envira","PORTUGUES",""
"110337","Envira preta","PORTUGUES",""
"110338","Ameju","PORTUGUES",""
"110338","Ameju do igapó","PORTUGUES",""
"110338","Amuntá en","PORTUGUES",""
"110338","Ata-meju","PORTUGUES",""
"110338","Envira branca","PORTUGUES",""
"110338","Envira de várzea","PORTUGUES",""
"110338","Envira ferro","PORTUGUES",""
"110338","Envira jaboty","PORTUGUES",""
"110344","Araticu da mata","PORTUGUES",""
"110344","Envira","PORTUGUES",""
"110344","Envira preta","PORTUGUES",""
"110344","Envira-tai","PORTUGUES",""
"110344","Makahy-myra","PORTUGUES",""
"110350","Arco de pipa da restinga","PORTUGUES",""
"110351","Pindaíba coroa","PORTUGUES",""
"110352","Envira conduru","PORTUGUES",""
"110352","Envira jaboti","PORTUGUES",""
"110352","Envira preta","PORTUGUES",""
"110352","Envireira","PORTUGUES",""
"110352","Invira de jabuty","PORTUGUES",""
"110352","Surucucu-envira","PORTUGUES",""
"110353","Ata brava","PORTUGUES",""
"110353","Envira amarela","PORTUGUES",""
"110353","Envira jararaca","PORTUGUES",""
"110353","Envirataia","PORTUGUES",""
"110353","Invira","PORTUGUES",""
"110354","Mão de cabra","PORTUGUES",""
"110354","Pé de jabotí","PORTUGUES",""
"110356","Araticum","PORTUGUES",""
"110356","Ata braba","PORTUGUES",""
"110356","Biribarana","PORTUGUES",""
"110356","Envira","PORTUGUES",""
"110356","Envira amargosa","PORTUGUES",""
"110356","Envira de porco","PORTUGUES",""
"110356","Envira surucucu","PORTUGUES",""
"110356","Envireira","PORTUGUES",""
"110356","Surucucu","PORTUGUES",""
"110359","Envira","PORTUGUES",""
"110359","Envireira","PORTUGUES",""
"110360","Ameju","PORTUGUES",""
"110360","Envira","PORTUGUES",""
"110360","Envireira","PORTUGUES",""
"110360","Pé de gata","PORTUGUES",""
"110362","Envira caititu","PORTUGUES",""
"110371","Araticum","PORTUGUES",""
"110371","Ata","PORTUGUES",""
"110371","Biribá","PORTUGUES",""
"110371","Envira","PORTUGUES",""
"110371","Envira ata","PORTUGUES",""
"110371","Envira cheirosa","PORTUGUES",""
"110371","Envira menjuba","PORTUGUES",""
"110371","Envira preta","PORTUGUES",""
"110371","Envira preta de lasca","PORTUGUES",""
"110371","Envira surucucu da preta","PORTUGUES",""
"110371","Envireira","PORTUGUES",""
"110371","Espintana","PORTUGUES",""
"110371","Karãtúã'y","PORTUGUES",""
"110371","Latoure","PORTUGUES",""
"110371","Pináyw-hu","PORTUGUES",""
"110379","Envireira","PORTUGUES",""
"110384","Envira","PORTUGUES",""
"110384","Envira amarela","PORTUGUES",""
"110384","Laranjinha da terra firme","PORTUGUES",""
"110388","Envira mole da folha grande","PORTUGUES",""
"110378","Envira preta","PORTUGUES",""
"110378","Envireira","PORTUGUES",""
"110364","Envira","PORTUGUES",""
"110364","Envira dura","PORTUGUES",""
"110364","Envira preta","PORTUGUES",""
"110398","Envira da casca verde","PORTUGUES",""
"110398","Envireira","PORTUGUES",""
"110399","Envireira","PORTUGUES",""
"110401","Envira fofa","PORTUGUES",""
"110401","Envireira","PORTUGUES",""
"110402","Invira","PORTUGUES",""
"110404","Envireira","PORTUGUES",""
"110422","Envira","PORTUGUES",""
